         37932285 function calls (37542195 primitive calls) in 27.282 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.010    0.000    0.638    0.027 C:\Users\craig\Anaconda3\lib\site-packages\geopandas\geodataframe.py:58(__init__)
        1    0.008    0.008    0.012    0.012 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\series.py:1748(to_dict)
    45363    0.008    0.000    0.009    0.000 C:\Users\craig\Anaconda3\lib\site-packages\networkx\classes\reportviews.py:560(<genexpr>)
        1    0.007    0.007    0.020    0.020 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:415(parse_osm_nodes_paths)
    80718    0.007    0.000    0.007    0.000 {built-in method builtins.next}
    45363    0.007    0.000    0.008    0.000 C:\Users\craig\Anaconda3\lib\site-packages\networkx\classes\reportviews.py:559(<genexpr>)
    16853    0.006    0.000    0.006    0.000 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:362(get_node)
     2048    0.006    0.000    0.292    0.000 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:787(add_path)
    63232    0.005    0.000    0.005    0.000 {method 'add' of 'set' objects}
      123    0.005    0.000    0.005    0.000 {method 'clear' of 'dict' objects}
      118    0.005    0.000    0.005    0.000 {method 'astype' of 'numpy.ndarray' objects}
       33    0.005    0.000    0.542    0.016 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\construction.py:440(to_arrays)
        1    0.005    0.005    7.635    7.635 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:1096(graph_from_point)
      180    0.005    0.000    0.005    0.000 {method 'copy' of 'numpy.ndarray' objects}
      723    0.005    0.000    0.058    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\series.py:194(__init__)
     4148    0.005    0.000    0.011    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1886(_is_dtype_type)
     6640    0.005    0.000    0.019    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\base.py:231(is_dtype)
     1804    0.004    0.000    0.012    0.000 C:\Users\craig\Anaconda3\lib\site-packages\numpy\core\_dtype.py:333(_name_get)
     4529    0.004    0.000    0.010    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1743(is_extension_array_dtype)
  263/193    0.004    0.000    0.031    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:277(__new__)
      738    0.004    0.000    0.080    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\construction.py:630(sanitize_array)
    94/22    0.004    0.000    3.009    0.137 {method 'join' of 'bytes' objects}
      160    0.004    0.000    0.004    0.000 {pandas._libs.lib.infer_datetimelike_array}
     2048    0.004    0.000    0.007    0.000 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:387(get_path)
     4565    0.004    0.000    0.005    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:83(find)
      470    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      902    0.003    0.000    0.023    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\blocks.py:3195(get_block_type)
    15591    0.003    0.000    0.006    0.000 C:\Users\craig\Anaconda3\lib\site-packages\networkx\classes\multigraph.py:970(<genexpr>)
        1    0.003    0.003    0.003    0.003 {pandas._libs.lib.fast_zip}
       10    0.003    0.000    0.005    0.001 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4060(_try_convert_to_int_index)
     1810    0.003    0.000    0.006    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\generic.py:5181(__setattr__)
     2048    0.003    0.000    0.003    0.000 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:406(<listcomp>)
      530    0.003    0.000    0.003    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
2273/2146    0.003    0.000    0.004    0.000 {method 'format' of 'str' objects}
      242    0.003    0.000    0.173    0.001 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\ops\__init__.py:974(wrapper)
      734    0.003    0.000    0.008    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:866(maybe_castable)
       39    0.003    0.000    0.030    0.001 C:\Users\craig\Anaconda3\lib\site-packages\urllib3\response.py:71(decompress)
    19760    0.003    0.000    0.003    0.000 {built-in method builtins.issubclass}
        7    0.003    0.000    0.003    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       62    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
       93    0.002    0.000    0.041    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\managers.py:1031(set)
      931    0.002    0.000    0.006    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\blocks.py:120(__init__)
       22    0.002    0.000    0.222    0.010 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\utils.py:172(great_circle_vec)
        1    0.002    0.002    0.047    0.047 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:443(remove_isolated_nodes)
      931    0.002    0.000    0.028    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\blocks.py:3241(make_block)
      719    0.002    0.000    0.022    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\managers.py:1470(__init__)
     1350    0.002    0.000    0.004    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:255(is_sparse)
      242    0.002    0.000    0.009    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\computation\expressions.py:73(_can_use_numexpr)
 1135/863    0.002    0.000    0.018    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      412    0.002    0.000    0.012    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:986(maybe_cast_to_datetime)
     2453    0.002    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
       99    0.002    0.000    0.004    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\managers.py:216(_rebuild_blknos_and_blklocs)
        1    0.002    0.002    0.322    0.322 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:750(add_edge_lengths)
     1369    0.002    0.000    0.004    0.000 C:\Users\craig\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
     2738    0.002    0.000    0.002    0.000 C:\Users\craig\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
     1469    0.002    0.000    0.003    0.000 {pandas._libs.lib.is_list_like}
        2    0.002    0.001    0.002    0.001 C:\Users\craig\Anaconda3\lib\site-packages\networkx\classes\digraph.py:540(remove_nodes_from)
        1    0.002    0.002    0.294    0.294 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:829(add_paths)
     1804    0.002    0.000    0.006    0.000 C:\Users\craig\Anaconda3\lib\site-packages\numpy\core\_dtype.py:319(_name_includes_bit_suffix)
     1815    0.002    0.000    0.002    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:2020(pandas_dtype)
      558    0.002    0.000    0.004    0.000 C:\Users\craig\Anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
     1310    0.001    0.000    0.005    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:1092(is_dtype)
      242    0.001    0.000    0.121    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\computation\expressions.py:99(_evaluate_numexpr)
      968    0.001    0.000    0.003    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\blocks.py:243(mgr_locs)
     1380    0.001    0.000    0.004    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:225(is_object_dtype)
      334    0.001    0.000    0.002    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\managers.py:167(shape)
        3    0.001    0.000    0.001    0.000 {method 'factorize' of 'pandas._libs.hashtable.Int64HashTable' objects}
      558    0.001    0.000    0.001    0.000 C:\Users\craig\Anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
        1    0.001    0.001    0.001    0.001 {method 'round' of 'numpy.ndarray' objects}
       21    0.001    0.000    0.620    0.030 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\geo_utils.py:133(get_nearest_node)
       72    0.001    0.000    2.971    0.041 {method 'read' of '_io.BufferedReader' objects}
      734    0.001    0.000    0.018    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\construction.py:759(_try_cast)
    94/91    0.001    0.000    0.058    0.001 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\frame.py:3458(__setitem__)
      793    0.001    0.000    0.001    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\generic.py:162(__init__)
       76    0.001    0.000    0.003    0.000 C:\Users\craig\Anaconda3\lib\site-packages\numpy\lib\index_tricks.py:318(__getitem__)
     2115    0.001    0.000    0.008    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:678(is_categorical_dtype)
       37    0.001    0.000    0.034    0.001 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\managers.py:1726(form_blocks)
        2    0.001    0.001    1.156    0.578 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\geo_utils.py:84(get_largest_component)
      431    0.001    0.000    0.002    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4228(__contains__)
     2337    0.001    0.000    0.002    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\series.py:453(name)
       77    0.001    0.000    0.002    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1803(is_unique)
     3384    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        6    0.001    0.000    0.005    0.001 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\managers.py:826(_interleave)
     1950    0.001    0.000    0.001    0.000 C:\Users\craig\Anaconda3\lib\site-packages\osmnx\core.py:825(<listcomp>)
      242    0.001    0.000    0.123    0.001 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\ops\__init__.py:946(na_op)
     1002    0.001    0.000    0.010    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\internals\arrays.py:7(extract_array)
     1197    0.001    0.000    0.004    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:912(is_dtype)
       70    0.001    0.000    0.659    0.009 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\frame.py:397(__init__)
     3488    0.001    0.000    0.001    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:211(<lambda>)
     2166    0.001    0.000    0.007    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:539(is_datetime64tz_dtype)
       38    0.001    0.000    0.098    0.003 C:\Users\craig\Anaconda3\lib\site-packages\geopandas\geodataframe.py:19(_ensure_geometry)
       95    0.001    0.000    4.481    0.047 C:\Users\craig\Anaconda3\lib\socket.py:575(readinto)
       35    0.001    0.000    0.002    0.000 {pandas._libs.lib.clean_index_list}
      242    0.001    0.000    0.006    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\base.py:831(array)
      164    0.001    0.000    0.001    0.000 C:\Users\craig\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
     2453    0.001    0.000    0.003    0.000 C:\Users\craig\Anaconda3\lib\abc.py:137(__instancecheck__)
      242    0.001    0.000    0.001    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\ops\__init__.py:1663(maybe_dispatch_ufunc_to_dunder_op)
     1321    0.001    0.000    0.007    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:357(is_categorical)
      242    0.001    0.000    0.003    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\arrays\numpy_.py:39(__init__)
      265    0.001    0.000    0.008    0.000 C:\Users\craig\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:880(maybe_infer_to_datetimelike)
